DMOG-1,1.1554175766425961e-17,1.2482882839580858,3.917,1.0230400401319,-185962.959776
DMOG-2,1.1554175766425961e-17,1.2499433660637576,3.913,0.9757386471653,-174604.580388
DMOG-3,0.020659235573341338,1.1381696392474638,3.357,0.9929569793963,-165960.578688
DMOG-4,0.039845478745644466,1.6212670357185344,5.106,1.0074784644104,-177750.714001
DMOG-5,0.039845478745644466,1.6200348686294528,5.109,0.9939516016575,-183905.327624
DMOG-6,0.04705843229470825,1.2794927738881972,3.685,1.0101156342916,-176610.672918
DMOG-7,0.04705843229470825,1.2806590773638216,3.68,0.9938833989882,-177987.814227
DMOG-8,0.0605047143189858,1.657807304452158,5.714,0.9946222612394,-171748.280521
DMOG-9,0.06771766786804959,1.6338004159982173,2.87,1.0174303705786,-177375.82418
DMOG-10,0.08690391104035271,1.5609104397413882,4.874,0.9947472994665,-173296.743427
DMOG-11,0.08690391104035271,1.5630926542174175,4.878,1.0154837527244,-176988.490969
DMOG-12,0.10756314661369405,1.6895132766175938,5.679,1.0211872009482,-177188.280295
DMOG-13,0.11198183494214999,1.546053687583891,5.098,1.020806402711,-186059.167167
DMOG-14,0.11198183494214999,1.290384828164631,3.966,1.0022410677605,-184410.4946
DMOG-15,0.11198183494214999,1.2911440115378374,3.962,1.0020478268639998,-175164.77169
DMOG-16,0.11198183494214999,1.5486121523872027,5.095,0.981621127396,-174723.69817
DMOG-17,0.11846433459128293,1.4696233592148273,4.439,1.0243074730706,-175529.361086
DMOG-18,0.11846433459128293,1.4713339668733718,4.442,1.0199453440105,-176988.815884
DMOG-19,0.1326410705154913,1.374129506098954,4.703,0.9840508474913999,-163592.743651
DMOG-20,0.1326410705154913,1.376361204813744,4.699,1.0282518607808,-185681.043783
DMOG-21,0.1336829560507545,1.5663434060499764,4.556,1.0089021951329,-179765.275411
DMOG-22,0.1336829560507545,1.567759472583577,4.553,1.0348902539301,-184563.196817
DMOG-23,0.1382274999748166,1.346695445518207,4.172,1.042514744007,-186004.109527
DMOG-24,0.1382274999748166,1.3462997940170007,4.172,0.9921158131411001,-177210.172008
DMOG-25,0.14237584657012017,1.0894816291046334,3.881,0.9567868304218,-167890.645498
DMOG-26,0.14237584657012017,1.4800061737136858,3.629,0.9704415731796999,-171134.23477
DMOG-27,0.14237584657012017,1.4807365654242752,3.623,0.9576478891222999,-170688.462278
DMOG-28,0.14237584657012017,1.0912756306696556,3.876,1.0193798302105999,-184800.371901
DMOG-29,0.1442322218791595,1.4933930342082042,4.449,1.0377092975963,-179231.829658
DMOG-30,0.1442322218791595,1.495072596817204,4.454,0.9785917921661,-176860.81966
DMOG-31,0.15755313729677287,1.5850519676107584,5.501,1.0230400401319,-178359.57887
DMOG-32,0.15755313729677287,1.587080310111852,5.502,1.0520858519379999,-186649.687853
DMOG-33,0.15770573416141404,1.5656982770844625,5.459,0.9872251133937,-168196.250528
DMOG-34,0.15770573416141404,1.5682945855890797,5.455,1.0230400401319,-175792.913064
DMOG-35,0.15904026723685824,1.415820789755175,5.095,1.0026190242198,-181000.330157
DMOG-36,0.15904026723685824,1.4543403312787822,3.513,1.0156571011756999,-177107.253936
DMOG-37,0.15904026723685824,1.45346787838027,3.508,1.0031504366850001,-174789.618399
DMOG-38,0.15904026723685824,1.417860987868189,5.084,1.0311362653384002,-184798.794923
DMOG-39,0.16040993561924655,1.0555768622966464,3.999,1.04505529344,-189906.488361
DMOG-40,0.16040993561924655,1.057572387925447,3.994,0.9926898522747,-178939.284544
DMOG-41,0.16303508214346155,1.3890499560912948,3.003,0.9573381353324001,-164030.329452
DMOG-42,0.16303508214346155,1.3902131621845535,3.003,1.0245831255258,-177720.949721
DMOG-43,0.168254999989819,1.2911648648247203,3.709,0.9946222612394,-173498.116801
DMOG-44,0.168254999989819,1.292333509879919,3.702,1.0112892885599,-180414.984154
DMOG-45,0.17780110904880347,1.230404478189843,4.012,1.005281770102,-180748.14329
DMOG-46,0.17780110904880347,1.2331347424016441,4.005,0.9919850913581999,-176898.146845
DMOG-47,0.17969950281019953,1.6030765406678533,4.49,1.0321678307122,-185679.400884
DMOG-48,0.17969950281019953,1.604050536686718,4.483,1.0313721329032,-177205.77294
DMOG-49,0.18222132531576463,1.5947037904983914,5.064,1.0053584981049999,-176268.760663
DMOG-50,0.18222132531576463,1.595160602591579,5.068,1.0464051379374,-186191.990941
